# 字符	拼音	双拼	辅助码	完整编码	权重	来源
𡆧	chuang	id	wf	idwf	0	chars
𡆧	cong	cs	wf	cswf	0	chars
𡆨	liang	ld	wm	ldwm	0	chars
𡆩	jiong	js	wi	jswi	0	chars
𡆩	yao	yk	wi	ykwi	0	chars
𡆪	chuang	id	wt	idwt	0	chars
𡆫	wei	wz	wb	wzwb	0	chars
𡆬	yin	yn	wm	ynwm	0	chars
𡆭	wan	wj	ws	wjws	0	chars
𡆮	can	cj	wg	cjwg	0	chars
𡆯	li	li	wu	liwu	0	chars
𡆰	dun	dp	wu	dpwu	0	chars
𡆰	tun	tp	wu	tpwu	0	chars
𡆱	nan	nj	wh	njwh	0	chars
𡆲	nan	nj	wv	njwv	0	chars
𡆳	hu	hu	wv	huwv	0	chars
𡆴	nie	nx	wj	nxwj	0	chars
𡆵	kun	kp	wl	kpwl	0	chars
𡆶	mo	mo	wc	mowc	0	chars
𡆶	mu	mu	wc	muwc	0	chars
𡆶	xi	xi	wc	xiwc	0	chars
𡆷	hu	hu	wm	huwm	0	chars
𡆸	guo	go	ws	gows	0	chars
𡆸	ri	ri	ws	riws	0	chars
𡆹	yu	yu	wn	yuwn	0	chars
𡆺	shou	ub	wq	ubwq	0	chars
𡆻	guo	go	wi	gowi	0	chars
𡆻	ju	ju	wi	juwi	0	chars
𡆼	yuan	yr	wt	yrwt	0	chars
𡆽	yue	yt	ws	ytws	0	chars
𡆾	jiong	js	wi	jswi	0	chars
𡆿	guo	go	wp	gowp	0	chars
𡆿	ju	ju	wp	juwp	0	chars
𡇀	you	yb	we	ybwe	0	chars
𡇁	mi	mi	wi	miwi	0	chars
𡇁	ri	ri	wi	riwi	0	chars
𡇂	yin	yn	wf	ynwf	0	chars
𡇃	yi	yi	wu	yiwu	0	chars
𡇄	guo	go	we	gowe	0	chars
𡇄	nie	nx	we	nxwe	0	chars
𡇅	guo	go	ws	gows	0	chars
𡇅	ju	ju	ws	juws	0	chars
𡇆	hu	hu	wm	huwm	0	chars
𡇇	jiong	js	wh	jswh	0	chars
𡇈	dang	dh	wr	dhwr	0	chars
𡇈	tuo	to	wr	towr	0	chars
𡇉	hu	hu	wm	huwm	0	chars
𡇊	pu	pu	wb	puwb	0	chars
𡇋	yuan	yr	we	yrwe	0	chars
𡇌	hui	hv	wu	hvwu	0	chars
𡇍	hua	hw	ww	hwww	0	chars
𡇎	guo	go	wi	gowi	0	chars
𡇎	ju	ju	wi	juwi	0	chars
𡇏	guo	go	ws	gows	0	chars
𡇏	ju	ju	ws	juws	0	chars
𡇐	ben	bf	wm	bfwm	0	chars
𡇒	mi	mi	wd	miwd	0	chars
𡇓	die	dx	wg	dxwg	0	chars
𡇔	lou	lb	wv	lbwv	0	chars
𡇕	guo	go	wn	gown	0	chars
𡇕	ju	ju	wn	juwn	0	chars
𡇖	zhen	vf	wl	vfwl	0	chars
𡇗	mi	mi	wu	miwu	0	chars
𡇗	ri	ri	wu	riwu	0	chars
𡇘	jiong	js	wn	jswn	0	chars
𡇘	yao	yk	wn	ykwn	0	chars
𡇙	duo	do	wd	dowd	0	chars
𡇚	kua	kw	wa	kwwa	0	chars
𡇛	zhi	vi	li	vili	0	chars
𡇜	han	hj	wr	hjwr	0	chars
𡇝	song	ss	wu	sswu	0	chars
𡇞	he	he	wr	hewr	0	chars
𡇟	ji	ji	wi	jiwi	0	chars
𡇠	zhe	ve	wp	vewp	0	chars
𡇡	mu	mu	wu	muwu	0	chars
𡇢	mian	mm	wu	mmwu	0	chars
𡇣	gu	gu	wr	guwr	0	chars
𡇤	bing	by	cr	bycr	0	chars
𡇥	ping	py	wc	pywc	0	chars
𡇦	wei	wz	wv	wzwv	0	chars
𡇧	tou	tb	wt	tbwt	0	chars
𡇨	nan	nj	ws	njws	0	chars
𡇩	tu	tu	wn	tuwn	0	chars
𡇪	ku	ku	wr	kuwr	0	chars
𡇫	tu	tu	wf	tuwf	0	chars
𡇬	gang	gh	wm	ghwm	0	chars
𡇭	lou	lb	wv	lbwv	0	chars
𡇮	quan	qr	wb	qrwb	0	chars
𡇯	hun	hp	wl	hpwl	0	chars
𡇰	zhuan	vr	wu	vrwu	0	chars
𡇱	que	qt	wr	qtwr	0	chars
𡇲	nai	nl	wu	nlwu	0	chars
𡇳	hong	hs	wl	hswl	0	chars
𡇴	tu	tu	wv	tuwv	0	chars
𡇵	dang	dh	wr	dhwr	0	chars
𡇶	he	he	nr	henr	0	chars
𡇶	yi	yi	nr	yinr	0	chars
𡇷	tai	tl	cr	tlcr	0	chars
𡇸	guai	gy	wp	gywp	0	chars
𡇹	rou	rb	wi	rbwi	0	chars
𡇹	yue	yt	wi	ytwi	0	chars
𡇺	yu	yu	wf	yuwf	0	chars
𡇼	ya	ya	wv	yawv	0	chars
𡇽	yan	yj	wg	yjwg	0	chars
𡇾	mao	mk	wr	mkwr	0	chars
𡇾	mo	mo	wr	mowr	0	chars
𡇿	wan	wj	wn	wjwn	0	chars
𡈀	qun	qp	wm	qpwm	0	chars
𡈂	yuan	yr	wv	yrwv	0	chars
𡈃	yuan	yr	wv	yrwv	0	chars
𡈄	tu	tu	ww	tuww	0	chars
𡈅	jue	jt	wl	jtwl	0	chars
𡈆	ou	ou	ws	ouws	0	chars
𡈇	tu	tu	wt	tuwt	0	chars
𡈉	quan	qr	wr	qrwr	0	chars
𡈊	zhi	vi	wf	viwf	0	chars
𡈋	kun	kp	jl	kpjl	0	chars
𡈌	mao	mk	wb	mkwb	0	chars
𡈌	mo	mo	wb	mowb	0	chars
𡈍	ling	ly	wo	lywo	0	chars
𡈎	ri	ri	wf	riwf	0	chars
𡈎	wu	wu	wf	wuwf	0	chars
𡈏	xin	xn	wd	xnwd	0	chars
𡈐	da	da	wr	dawr	0	chars
𡈑	guo	go	wi	gowi	0	chars
𡈑	ju	ju	wi	juwi	0	chars
𡈒	yuan	yr	wp	yrwp	0	chars
𡈓	yuan	yr	wc	yrwc	0	chars
𡈔	le	le	wr	lewr	0	chars
𡈔	mian	mm	wr	mmwr	0	chars
𡈕	juan	jr	wu	jrwu	0	chars
𡈕	quan	qr	wu	qrwu	0	chars
𡈖	tu	tu	wh	tuwh	0	chars
𡈗	mo	mo	wk	mowk	0	chars
𡈘	mao	mk	wb	mkwb	0	chars
𡈘	mo	mo	wb	mowb	0	chars
𡈙	you	yb	wf	ybwf	0	chars
𡈚	zui	zv	wy	zvwy	0	chars
𡈛	wan	wj	wl	wjwl	0	chars
𡈛	yuan	yr	wl	yrwl	0	chars
𡈜	piao	pc	wf	pcwf	0	chars
𡈝	bo	bo	wh	bowh	0	chars
𡈝	man	mj	wh	mjwh	0	chars
𡈝	min	mn	wh	mnwh	0	chars
𡈞	wu	wu	wg	wuwg	0	chars
𡈟	kan	kj	wv	kjwv	0	chars
𡈠	zhang	vh	wj	vhwj	0	chars
𡈢	kun	kp	wf	kpwf	0	chars
𡈣	xuan	xr	wi	xrwi	0	chars
𡈤	yuan	yr	cv	yrcv	0	chars
𡈥	zhuo	vo	wa	vowa	0	chars
𡈦	rao	rk	wu	rkwu	0	chars
𡈧	gun	gp	mm	gpmm	0	chars
𡈨	yu	yu	wr	yuwr	0	chars
𡈪	man	mj	wh	mjwh	0	chars
𡈪	min	mn	wh	mnwh	0	chars
𡈫	e	ee	wf	eewf	0	chars
𡈫	you	yb	wf	ybwf	0	chars
𡈬	chuan	ir	wi	irwi	0	chars
𡈭	yu	yu	wk	yuwk	0	chars
𡈮	xia	xw	wt	xwwt	0	chars
𡈯	bian	bm	mc	bmmc	0	chars
𡈰	you	yb	wr	ybwr	0	chars
𡈱	e	ee	wf	eewf	0	chars
𡈱	you	yb	wf	ybwf	0	chars
𡈲	yin	yn	ww	ynww	0	chars
𡈳	kun	kp	wd	kpwd	0	chars
𡈴	ru	ru	wf	ruwf	0	chars
𡈴	xuan	xr	wf	xrwf	0	chars
𡈵	you	yb	wv	ybwv	0	chars
𡈶	lei	lz	ww	lzww	0	chars
𡈷	kun	kp	wf	kpwf	0	chars
𡈸	e	ee	wf	eewf	0	chars
𡈸	you	yb	wf	ybwf	0	chars
𡈹	you	yb	wd	ybwd	0	chars
𡈻	luan	lr	wp	lrwp	0	chars
𡈼	ting	ty	hg	tyhg	0	chars
𡈼	zheng	vg	hg	vghg	0	chars
𡈼	zhi	vi	hg	vihg	0	chars
𡈽	cha	ia	ig	iaig	0	chars
𡈽	du	du	ig	duig	0	chars
𡈽	tu	tu	ig	tuig	0	chars
𡈿	zhen	vf	gj	vfgj	0	chars
𡉀	quan	qr	cg	qrcg	0	chars
𡉁	dong	ds	gs	dsgs	0	chars
𡉁	nai	nl	gs	nlgs	0	chars
𡉂	qin	qn	kg	qnkg	0	chars
𡉃	an	an	gm	angm	0	chars
𡉃	chang	ih	gm	ihgm	0	chars
𡉃	han	hj	gm	hjgm	0	chars
𡉄	ku	ku	kg	kukg	0	chars
𡉄	zai	zl	kg	zlkg	0	chars
𡉅	ga	ga	gb	gagb	0	chars
𡉆	la	la	gu	lagu	0	chars
𡉇	kuai	ky	go	kygo	0	chars
𡉈	zai	zl	qg	zlqg	0	chars
𡉉	que	qt	gm	qtgm	0	chars
𡉊	ji	ji	mg	jimg	0	chars
𡉌	jiu	jq	go	jqgo	0	chars
𡉍	juan	jr	gh	jrgh	0	chars
𡉍	zui	zv	gh	zvgh	0	chars
𡉎	ju	ju	gm	jugm	0	chars
𡉏	yi	yi	gu	yigu	0	chars
𡉐	chun	ip	mg	ipmg	0	chars
𡉑	da	da	gk	dagk	0	chars
𡉒	dun	dp	gu	dpgu	0	chars
𡉒	tun	tp	gu	tpgu	0	chars
𡉓	ai	ai	gv	aigv	0	chars
𡉔	se	se	sg	sesg	0	chars
𡉗	zi	zi	gd	zigd	0	chars
𡉘	feng	fg	qg	fgqg	0	chars
𡉙	xi	xi	mg	ximg	0	chars
𡉚	feng	fg	ug	fgug	0	chars
𡉚	huang	hd	ug	hdug	0	chars
𡉛	yi	yi	gn	yign	0	chars
𡉝	ji	ji	mg	jimg	0	chars
𡉞	hong	hs	gi	hsgi	0	chars
𡉟	zhuang	vd	vg	vdvg	0	chars
𡉠	zai	zl	gg	zlgg	0	chars
𡉡	zuo	zo	ig	zoig	0	chars
𡉢	jian	jm	ig	jmig	0	chars
𡉣	gen	gf	dg	gfdg	0	chars
𡉤	bu	bu	mg	bumg	0	chars
𡉥	chong	is	gl	isgl	0	chars
𡉥	zhong	vs	gl	vsgl	0	chars
𡉦	wu	wu	gj	wugj	0	chars
𡉧	sheng	ug	gt	uggt	0	chars
𡉨	ji	ji	gl	jigl	0	chars
𡉩	bao	bk	gk	bkgk	0	chars
𡉪	chi	ii	gh	iigh	0	chars
𡉫	tun	tp	pg	tppg	0	chars
𡉬	chi	ii	gi	iigi	0	chars
𡉬	di	di	gi	digi	0	chars
𡉭	ri	ri	ga	riga	0	chars
𡉮	wang	wh	bg	whbg	0	chars
𡉯	mu	mu	gq	mugq	0	chars
𡉰	zhi	vi	ug	viug	0	chars
𡉱	tan	tj	gm	tjgm	0	chars
𡉲	jun	jp	pg	jppg	0	chars
𡉲	yun	yp	pg	yppg	0	chars
𡉳	chi	ii	ge	iige	0	chars
𡉳	di	di	ge	dige	0	chars
𡉴	hu	hu	gs	hugs	0	chars
𡉴	lu	lu	gs	lugs	0	chars
𡉵	zhao	vk	gg	vkgg	0	chars
𡉶	chi	ii	gm	iigm	0	chars
𡉶	di	di	gm	digm	0	chars
𡉷	jie	jx	ag	jxag	0	chars
𡉸	shi	ui	ug	uiug	0	chars
𡉹	she	ue	mg	uemg	0	chars
𡉺	lan	lj	ge	ljge	0	chars
𡉺	zuan	zr	ge	zrge	0	chars
𡉻	su	su	gj	sugj	0	chars
𡉻	sui	sv	gj	svgj	0	chars
𡉼	sheng	ug	hg	ughg	0	chars
𡉽	lu	lu	gc	lugc	0	chars
𡉿	gen	gf	gd	gfgd	0	chars
𡊀	tai	tl	gi	tlgi	0	chars
𡊁	yi	yi	gl	yigl	0	chars
𡊂	zuo	zo	hg	zohg	0	chars
𡊃	ban	bj	hg	bjhg	0	chars
𡊄	fen	ff	ig	ffig	0	chars
𡊅	bian	bm	ig	bmig	0	chars
𡊅	fen	ff	ig	ffig	0	chars
𡊆	chi	ii	gf	iigf	0	chars
𡊆	di	di	gf	digf	0	chars
𡊇	chi	ii	gd	iigd	0	chars
𡊇	di	di	gd	digd	0	chars
𡊈	chi	ii	gj	iigj	0	chars
𡊈	di	di	gj	digj	0	chars
𡊉	mo	mo	gj	mogj	0	chars
𡊋	feng	fg	ge	fgge	0	chars
𡊌	tai	tl	gm	tlgm	0	chars
𡊍	shu	uu	gd	uugd	0	chars
𡊎	zuo	zo	hg	zohg	0	chars
𡊏	zhi	vi	ig	viig	0	chars
𡊑	xi	xi	gf	xigf	0	chars
𡊒	xi	xi	gf	xigf	0	chars
𡊓	chi	ii	gj	iigj	0	chars
𡊓	di	di	gj	digj	0	chars
𡊔	shi	ui	gb	uigb	0	chars
𡊕	shu	uu	go	uugo	0	chars
𡊖	ben	bf	gm	bfgm	0	chars
𡊗	jia	jw	gr	jwgr	0	chars
𡊘	yan	yj	gk	yjgk	0	chars
𡊙	jian	jm	rg	jmrg	0	chars
𡊚	bai	bl	ga	blga	0	chars
𡊚	po	po	ga	poga	0	chars
𡊛	ao	ao	gi	aogi	0	chars
𡊛	fou	fb	gi	fbgi	0	chars
𡊛	mo	mo	gi	mogi	0	chars
𡊜	dian	dm	gr	dmgr	0	chars
𡊝	pi	pi	mg	pimg	0	chars
𡊞	ping	py	mg	pymg	0	chars
𡊟	po	po	gu	pogu	0	chars
𡊠	jia	jw	gl	jwgl	0	chars
𡊡	zhou	vb	gw	vbgw	0	chars
𡊢	tan	tj	gm	tjgm	0	chars
𡊣	qiu	qq	og	qqog	0	chars
𡊤	ying	yy	gq	yygq	0	chars
𡊥	zhao	vk	hg	vkhg	0	chars
𡊦	gou	gb	gr	gbgr	0	chars
𡊧	you	yb	gl	ybgl	0	chars
𡊨	tan	tj	gi	tjgi	0	chars
𡊪	yao	yk	gu	ykgu	0	chars
𡊫	rong	rs	gn	rsgn	0	chars
𡊬	keng	kg	gm	kggm	0	chars
𡊭	mi	mi	pg	mipg	0	chars
𡊮	yuan	yr	gv	yrgv	0	chars
𡊯	fen	ff	gt	ffgt	0	chars
𡊰	tian	tm	gw	tmgw	0	chars
𡊱	zhao	vk	gr	vkgr	0	chars
𡊴	ni	ni	sg	nisg	0	chars
𡊵	tuo	to	mg	tomg	0	chars
𡊶	yi	yi	gl	yigl	0	chars
𡊷	yin	yn	qg	ynqg	0	chars
𡊸	rong	rs	gj	rsgj	0	chars
𡊹	yan	yj	mg	yjmg	0	chars
𡊹	yin	yn	mg	ynmg	0	chars
𡊺	han	hj	eg	hjeg	0	chars
𡊻	lie	lx	gn	lxgn	0	chars
𡊼	gong	gs	mg	gsmg	0	chars
𡊼	qiong	qs	mg	qsmg	0	chars
𡊽	feng	fg	ug	fgug	0	chars
𡊾	che	ie	gp	iegp	0	chars
𡊾	du	du	gp	dugp	0	chars
𡊾	duo	do	gp	dogp	0	chars
𡊾	zhai	vl	gp	vlgp	0	chars
𡊿	chong	is	gu	isgu	0	chars
𡋄	quan	qr	gg	qrgg	0	chars
𡋅	an	an	jg	anjg	0	chars
𡋆	xi	xi	eg	xieg	0	chars
𡋇	fen	ff	ig	ffig	0	chars
𡋈	yin	yn	ig	ynig	0	chars
𡋉	wa	wa	gn	wagn	0	chars
𡋊	shu	uu	ig	uuig	0	chars
𡋋	fan	fj	eg	fjeg	0	chars
𡋌	yu	yu	gd	yugd	0	chars
𡋍	gong	gs	tg	gstg	0	chars
𡋎	lao	lk	gp	lkgp	0	chars
𡋏	zuo	zo	rg	zorg	0	chars
𡋐	zuo	zo	rg	zorg	0	chars
𡋑	zuo	zo	rg	zorg	0	chars
𡋒	xue	xt	gt	xtgt	0	chars
𡋓	yi	yi	gl	yigl	0	chars
𡋓	you	yb	gl	ybgl	0	chars
𡋔	xi	xi	gf	xigf	0	chars
𡋕	xun	xp	ga	xpga	0	chars
𡋖	jian	jm	vg	jmvg	0	chars
𡋗	wei	wz	gi	wzgi	0	chars
𡋘	yan	yj	wg	yjwg	0	chars
𡋘	yin	yn	wg	ynwg	0	chars
𡋙	hui	hv	gr	hvgr	0	chars
𡋚	ji	ji	og	jiog	0	chars
𡋛	tai	tl	og	tlog	0	chars
𡋛	yi	yi	og	yiog	0	chars
𡋜	fei	fz	pg	fzpg	0	chars
𡋜	zi	zi	pg	zipg	0	chars
𡋝	chi	ii	gi	iigi	0	chars
𡋟	gao	gk	gk	gkgk	0	chars
𡋠	bao	bk	gd	bkgd	0	chars
𡋠	bu	bu	gd	bugd	0	chars
𡋠	pu	pu	gd	pugd	0	chars
𡋡	yuan	yr	gv	yrgv	0	chars
𡋢	you	yb	vg	ybvg	0	chars
𡋣	wa	wa	gg	wagg	0	chars
𡋤	jin	jn	gy	jngy	0	chars
𡋥	jia	jw	gr	jwgr	0	chars
𡋧	yong	ys	bg	ysbg	0	chars
𡋧	you	yb	bg	ybbg	0	chars
𡋨	cha	ia	gm	iagm	0	chars
𡋩	de	de	hg	dehg	0	chars
𡋪	yin	yn	yg	ynyg	0	chars
𡋫	yi	yi	gl	yigl	0	chars
𡋫	you	yb	gl	ybgl	0	chars
𡋭	bei	bz	lg	bzlg	0	chars
𡋮	ao	ao	go	aogo	0	chars
𡋮	yu	yu	go	yugo	0	chars
𡋯	bo	bo	gd	bogd	0	chars
𡋰	yao	yk	gu	ykgu	0	chars
𡋱	long	ls	gt	lsgt	0	chars
𡋲	zuo	zo	mg	zomg	0	chars
𡋳	yin	yn	gp	yngp	0	chars
𡋴	jun	jp	ng	jpng	0	chars
𡋵	ji	ji	ag	jiag	0	chars
𡋶	han	hj	gi	hjgi	0	chars
𡋷	sha	ua	eg	uaeg	0	chars
𡋸	ao	ao	gp	aogp	0	chars
𡋸	yu	yu	gp	yugp	0	chars
𡋹	he	he	yg	heyg	0	chars
𡋺	yan	yj	gg	yjgg	0	chars
𡋻	ping	py	mg	pymg	0	chars
𡋽	chi	ii	gc	iigc	0	chars
𡌁	xing	xy	tg	xytg	0	chars
𡌂	fen	ff	eg	ffeg	0	chars
𡌆	tu	tu	og	tuog	0	chars
𡌇	qi	qi	gh	qigh	0	chars
𡌈	na	na	gl	nagl	0	chars
𡌉	xiao	xc	gd	xcgd	0	chars
𡌊	qiu	qq	ig	qqig	0	chars
𡌋	qiu	qq	ge	qqge	0	chars
𡌌	qin	qn	ng	qnng	0	chars
𡌍	sheng	ug	rg	ugrg	0	chars
𡌎	yan	yj	vg	yjvg	0	chars
𡌏	shen	uf	gh	ufgh	0	chars
𡌐	dian	dm	gr	dmgr	0	chars
𡌑	xing	xy	mg	xymg	0	chars
𡌒	xing	xy	tg	xytg	0	chars
𡌓	lu	lu	yg	luyg	0	chars
𡌔	qiao	qc	gb	qcgb	0	chars
𡌕	gang	gh	gu	ghgu	0	chars
𡌖	keng	kg	gq	kggq	0	chars
𡌗	huan	hr	gu	hrgu	0	chars
𡌗	yuan	yr	gu	yrgu	0	chars
𡌘	tu	tu	gd	tugd	0	chars
𡌚	cha	ia	gg	iagg	0	chars
𡌛	ye	ye	wg	yewg	0	chars
𡌜	xin	xn	gu	xngu	0	chars
𡌝	ao	ao	gs	aogs	0	chars
𡌞	chi	ii	gg	iigg	0	chars
𡌞	hua	hw	gg	hwgg	0	chars
𡌟	chi	ii	gr	iigr	0	chars
𡌟	di	di	gr	digr	0	chars
𡌡	ti	ti	gh	tigh	0	chars
𡌢	han	hj	gr	hjgr	0	chars
𡌣	zao	zk	gp	zkgp	0	chars
𡌤	kui	kv	gk	kvgk	0	chars
𡌥	e	ee	mg	eemg	0	chars
𡌥	wu	wu	mg	wumg	0	chars
𡌦	fei	fz	lg	fzlg	0	chars
𡌧	yu	yu	gy	yugy	0	chars
𡌨	pi	pi	gj	pigj	0	chars
𡌩	da	da	ga	daga	0	chars
𡌩	ta	ta	ga	taga	0	chars
𡌪	guai	gy	ng	gyng	0	chars
𡌪	hui	hv	ng	hvng	0	chars
𡌫	tai	tl	og	tlog	0	chars
𡌫	yi	yi	og	yiog	0	chars
𡌬	tai	tl	gg	tlgg	0	chars
𡌬	yi	yi	gg	yigg	0	chars
𡌭	duo	do	eg	doeg	0	chars
𡌮	pei	pz	gr	pzgr	0	chars
𡌮	pou	pb	gr	pbgr	0	chars
𡌯	ye	ye	mg	yemg	0	chars
𡌰	ni	ni	vg	nivg	0	chars
𡌲	gui	gv	gr	gvgr	0	chars
𡌳	yu	yu	ig	yuig	0	chars
𡌴	zhi	vi	jg	vijg	0	chars
𡌵	fei	fz	og	fzog	0	chars
𡌵	zi	zi	og	ziog	0	chars
𡌶	ban	bj	gc	bjgc	0	chars
𡌷	ku	ku	gq	kugq	0	chars
𡌸	pi	pi	gl	pigl	0	chars
𡌹	pi	pi	gt	pigt	0	chars
𡌻	geng	gg	go	gggo	0	chars
𡌼	fang	fh	yg	fhyg	0	chars
𡌼	qi	qi	yg	qiyg	0	chars
𡌽	dian	dm	gr	dmgr	0	chars
𡌾	kong	ks	gm	ksgm	0	chars
𡍀	fang	fh	gs	fhgs	0	chars
𡍁	zhi	vi	dg	vidg	0	chars
𡍂	zuo	zo	mg	zomg	0	chars
𡍃	fu	fu	ng	fung	0	chars
𡍄	ju	ju	gr	jugr	0	chars
𡍆	fen	ff	gh	ffgh	0	chars
𡍇	qian	qm	gj	qmgj	0	chars
𡍈	bo	bo	gb	bogb	0	chars
𡍉	bei	bz	gw	bzgw	0	chars
𡍊	fen	ff	gg	ffgg	0	chars
𡍋	ben	bf	gt	bfgt	0	chars
𡍌	can	cj	gi	cjgi	0	chars
𡍌	chan	ij	gi	ijgi	0	chars
𡍍	nao	nk	gm	nkgm	0	chars
𡍎	zhe	ve	gj	vegj	0	chars
𡍏	yan	yj	yg	yjyg	0	chars
𡍏	yin	yn	yg	ynyg	0	chars
𡍐	hu	hu	gy	hugy	0	chars
𡍑	de	de	ug	deug	0	chars
𡍑	di	di	ug	diug	0	chars
𡍒	tao	tk	gu	tkgu	0	chars
𡍓	chi	ii	gi	iigi	0	chars
𡍓	di	di	gi	digi	0	chars
𡍔	che	ie	gj	iegj	0	chars
𡍕	die	dx	gd	dxgd	0	chars
𡍖	dai	dl	ge	dlge	0	chars
𡍗	nao	nk	gw	nkgw	0	chars
𡍛	yin	yn	gg	yngg	0	chars
𡍞	chen	if	gp	ifgp	0	chars
𡍠	zhi	vi	gm	vigm	0	chars
𡍡	yi	yi	gu	yigu	0	chars
𡍤	nie	nx	gg	nxgg	0	chars
𡍥	zhai	vl	gd	vlgd	0	chars
𡍦	huan	hr	gj	hrgj	0	chars
𡍧	bo	bo	gs	bogs	0	chars
𡍨	du	du	ge	duge	0	chars
𡍩	che	ie	gu	iegu	0	chars
𡍪	qi	qi	gx	qigx	0	chars
𡍪	ce	ce	gx	cegx	0	chars
𡍫	ce	ce	gn	cegn	0	chars
𡍬	mu	mu	gb	mugb	0	chars
𡍭	ken	kf	kg	kfkg	0	chars
𡍮	chui	iv	og	ivog	0	chars
𡍯	yan	yj	ng	yjng	0	chars
𡍯	yin	yn	ng	ynng	0	chars
𡍰	fa	fa	ge	fage	0	chars
𡍱	cang	ch	sg	chsg	0	chars
𡍱	zang	zh	sg	zhsg	0	chars
𡍲	da	da	gj	dagj	0	chars
𡍳	xi	xi	ng	xing	0	chars
𡍴	chong	is	hg	ishg	0	chars
𡍴	zhong	vs	hg	vshg	0	chars
𡍵	jun	jp	ng	jpng	0	chars
𡍶	zhi	vi	mg	vimg	0	chars
𡍷	geng	gg	gm	gggm	0	chars
𡍸	lei	lz	rg	lzrg	0	chars
𡍸	nie	nx	rg	nxrg	0	chars
𡍸	yan	yj	rg	yjrg	0	chars
𡍸	yi	yi	rg	yirg	0	chars
𡍹	bai	bl	gj	blgj	0	chars
𡍺	chong	is	hg	ishg	0	chars
𡍺	zhong	vs	hg	vshg	0	chars
𡍻	weng	wg	gn	wggn	0	chars
𡍼	tu	tu	ig	tuig	0	chars
𡍽	qian	qm	tg	qmtg	0	chars
𡍾	shan	uj	gy	ujgy	0	chars
𡍿	yan	yj	gv	yjgv	0	chars
𡎀	jin	jn	lg	jnlg	0	chars
𡎁	hu	hu	gb	hugb	0	chars
𡎂	sheng	ug	mg	ugmg	0	chars
𡎃	shu	uu	gg	uugg	0	chars
𡎄	yin	yn	mg	ynmg	0	chars
𡎅	tan	tj	gf	tjgf	0	chars
𡎆	dun	dp	gu	dpgu	0	chars
𡎇	hou	hb	gk	hbgk	0	chars
𡎈	feng	fg	gi	fggi	0	chars
𡎉	du	du	jg	dujg	0	chars
𡎊	fan	fj	tg	fjtg	0	chars
𡎋	hou	hb	gd	hbgd	0	chars
𡎌	ai	ai	gt	aigt	0	chars
𡎍	chi	ii	gb	iigb	0	chars
𡎎	xu	xu	gj	xugj	0	chars
𡎏	nie	nx	ge	nxge	0	chars
𡎐	yi	yi	gq	yigq	0	chars
𡎑	an	an	gh	angh	0	chars
𡎑	yan	yj	gh	yjgh	0	chars
𡎒	kuo	ko	eg	koeg	0	chars
𡎓	he	he	gf	hegf	0	chars
𡎔	wo	wo	gg	wogg	0	chars
𡎕	yi	yi	ge	yige	0	chars
𡎖	xun	xp	gc	xpgc	0	chars
𡎗	lie	lx	gn	lxgn	0	chars
𡎘	ying	yy	gk	yygk	0	chars
𡎙	he	he	yg	heyg	0	chars
𡎚	bian	bm	gb	bmgb	0	chars
𡎚	pian	pm	gb	pmgb	0	chars
𡎛	bun	bp	gt	bpgt	0	chars
𡎜	nan	nj	gj	njgj	0	chars
𡎞	tian	tm	gc	tmgc	0	chars
𡎞	zhen	vf	gc	vfgc	0	chars
𡎠	ying	yy	gt	yygt	0	chars
𡎣	zhao	vk	gr	vkgr	0	chars
𡎧	mei	mz	gy	mzgy	0	chars
𡎧	mu	mu	gy	mugy	0	chars
𡎨	xu	xu	ug	xuug	0	chars
𡎩	geng	gg	ge	ggge	0	chars
𡎪	hao	hk	gg	hkgg	0	chars
𡎫	qi	qi	go	qigo	0	chars
𡎫	zha	va	go	vago	0	chars
𡎬	zhua	vw	om	vwom	0	chars
𡎮	su	su	gb	sugb	0	chars
𡎯	huai	hy	wg	hywg	0	chars
𡎯	pei	pz	wg	pzwg	0	chars
𡎯	pi	pi	wg	piwg	0	chars
𡎯	pou	pb	wg	pbwg	0	chars
𡎰	chi	ii	gj	iigj	0	chars
𡎱	yan	yj	yg	yjyg	0	chars
𡎱	yin	yn	yg	ynyg	0	chars
𡎲	tai	tl	yg	tlyg	0	chars
𡎲	yi	yi	yg	yiyg	0	chars
𡎳	ni	ni	ng	ning	0	chars
𡎴	gong	gs	gc	gsgc	0	chars
𡎵	zhai	vl	gr	vlgr	0	chars
𡎶	yi	yi	ng	ying	0	chars
𡎷	ku	ku	gg	kugg	0	chars
𡎸	jin	jn	tg	jntg	0	chars
𡎸	qin	qn	tg	qntg	0	chars
𡎹	jin	jn	ge	jnge	0	chars
𡎹	qin	qn	ge	qnge	0	chars
𡎺	zhu	vu	ig	vuig	0	chars
𡎻	chan	ij	gg	ijgg	0	chars
𡎼	ai	ai	dg	aidg	0	chars
𡎼	gai	gl	dg	gldg	0	chars
𡎼	qi	qi	dg	qidg	0	chars
𡎽	fu	fu	gd	fugd	0	chars
𡎾	beng	bg	gb	bggb	0	chars
𡎿	ni	ni	yg	niyg	0	chars
𡏀	xi	xi	gg	xigg	0	chars
𡏀	zhi	vi	gg	vigg	0	chars
𡏁	hui	hv	gr	hvgr	0	chars
𡏂	chan	ij	gg	ijgg	0	chars
𡏃	yi	yi	sg	yisg	0	chars
